User ID,Name,Age,Gender,Education Level,Current Occupation,Interests,Career Goals,Personality Type,Interest Area,Work Preference,Emotional Stability,Openness to Experience,Conscientiousness,Extraversion,Agreeableness,Logical Reasoning Score,Problem-Solving Score,Creativity Score,Memory Score,Attention to Detail Score,Recommended Career 1,Recommended Career 2,Recommended Career 3,Skill Gaps,Suggested Courses,Technical Skills,Soft Skills,Strengths,Areas for Improvement,Career ID,Career Name,Required Skills,Average Salary,Job Growth (Next 5 Years),Industry,Feedback on Recommendations,Feedback on Assessments,Overall Satisfaction,Suggestions for Improvement,Course ID,Course Name,Skills Covered,Duration,Provider,Cost,Trend ID,Trend Name,In-Demand Skills,Emerging Careers,Task ID,Task Type,Task Score,Time Taken,Task Feedback,Location,Preferred Work Environment,Learning Style,Financial Constraints,Industry Trends,Job Satisfaction,Work-Life Balance,Remote Work Preference,Company Size Preference,Salary Expectations
148,Michael Brown,25,Male,Master's Degree,Data Analyst,"Finance, Data",Financial Analyst,ISTJ,Finance,Structured Environment,High,Medium,High,Low,High,80,85,70,85,80,Financial Analyst,Data Scientist,Business Analyst,"Excel, Financial Modeling","Advanced Excel, Financial Modeling","Excel, SQL, Financial Modeling",Attention to Detail,Analytical Skills,Time Management,4,Financial Analyst,"Excel, Financial Modeling, SQL",95000,12%,Finance,Relevant,Accurate,4/5,More financial tools,4,Advanced Excel,"Excel, Financial Modeling",5 Weeks,Udemy,39,4,Finance and Analytics,"Excel, SQL, Financial Modeling",Financial Analyst,4,Problem-Solving,85,12 mins,Moderate,Chicago,Structured,Visual,Medium,Data Analytics in Finance,Medium,Medium,No,Large,90000-110000
149,Sarah Johnson,44,Female,Bachelor's Degree,Teacher,"Education, Writing",Curriculum Developer,ENFJ,Education,Collaborative,Medium,High,High,High,High,75,80,85,70,75,Curriculum Developer,Educational Consultant,Instructional Designer,"Curriculum Design, Writing","Curriculum Design, Instructional Design","Curriculum Design, Writing, Educational Technology",Communication,Empathy,Leadership,5,Curriculum Developer,"Curriculum Design, Writing, Educational Technology",70000,8%,Education,Somewhat Relevant,Engaging,4/5,More practical examples,5,Curriculum Design,"Curriculum Design, Instructional Design",6 Weeks,Coursera,59,5,EdTech,"Curriculum Design, Educational Technology",Curriculum Developer,5,Creativity Task,80,10 mins,Engaging,Austin,Collaborative,Hands-On,Low,EdTech Growth,Medium,High,Yes,Medium,60000-80000
150,Alice Lee,48,Female,PhD,Researcher,"Science, Data",Research Scientist,INTP,Science,Research Labs,High,High,High,Low,Medium,95,85,80,90,95,Research Scientist,Data Analyst,Professor,"R, Statistics","Advanced R, Statistics","R, Statistics, Data Analysis",Critical Thinking,Analytical Skills,Public Speaking,3,Research Scientist,"R, Statistics, Data Analysis",100000,10%,Science,Highly Relevant,Very Insightful,5/5,None,3,Statistics with R,"R, Statistics, Data Analysis",8 Weeks,edX,99,2,Data Science,"R, Python, Data Visualization",Data Scientist,3,Memory Test,80,5 mins,Easy,Boston,Independent,Auditory,High,Data-Driven Decision Making,Low,Low,No,Small,90000-120000
151,Jane Smith,24,Female,Master's Degree,Software Engineer,"Art, Design",UX Designer,ENFP,Art & Design,Flexible Hours,Medium,High,High,High,High,70,80,90,75,70,UX Designer,Graphic Designer,Product Manager,UI/UX Design,"Figma, Adobe XD","UI/UX Design, Figma",Creativity,Creativity,Project Management,2,UX Designer,"UI/UX Design, Figma, Adobe XD",90000,15%,Design,Somewhat Relevant,Too Long,4/5,Shorter assessments,2,UI/UX Design with Figma,"Figma, UI/UX Design",4 Weeks,Udemy,29,3,UX/UI Design,"Figma, Adobe XD, Prototyping",UX Designer,2,Creativity Task,90,15 mins,Fun,San Francisco,Creative,Hands-On,Low,Remote Work Trends,Medium,Medium,No,Medium,80000-100000
152,Sarah Johnson,29,Female,Bachelor's Degree,Teacher,"Education, Writing",Curriculum Developer,ENFJ,Education,Collaborative,Medium,High,High,High,High,75,80,85,70,75,Curriculum Developer,Educational Consultant,Instructional Designer,"Curriculum Design, Writing","Curriculum Design, Instructional Design","Curriculum Design, Writing, Educational Technology",Communication,Empathy,Leadership,5,Curriculum Developer,"Curriculum Design, Writing, Educational Technology",70000,8%,Education,Somewhat Relevant,Engaging,4/5,More practical examples,5,Curriculum Design,"Curriculum Design, Instructional Design",6 Weeks,Coursera,59,5,EdTech,"Curriculum Design, Educational Technology",Curriculum Developer,5,Creativity Task,80,10 mins,Engaging,Austin,Collaborative,Hands-On,Low,EdTech Growth,Low,High,Yes,Medium,60000-80000
153,Jane Smith,42,Female,Master's Degree,Software Engineer,"Art, Design",UX Designer,ENFP,Art & Design,Flexible Hours,Medium,High,High,High,High,70,80,90,75,70,UX Designer,Graphic Designer,Product Manager,UI/UX Design,"Figma, Adobe XD","UI/UX Design, Figma",Creativity,Creativity,Project Management,2,UX Designer,"UI/UX Design, Figma, Adobe XD",90000,15%,Design,Somewhat Relevant,Too Long,4/5,Shorter assessments,2,UI/UX Design with Figma,"Figma, UI/UX Design",4 Weeks,Udemy,29,3,UX/UI Design,"Figma, Adobe XD, Prototyping",UX Designer,2,Creativity Task,90,15 mins,Fun,San Francisco,Creative,Hands-On,Low,Remote Work Trends,Medium,High,Yes,Medium,80000-100000
154,Alice Lee,42,Female,PhD,Researcher,"Science, Data",Research Scientist,INTP,Science,Research Labs,High,High,High,Low,Medium,95,85,80,90,95,Research Scientist,Data Analyst,Professor,"R, Statistics","Advanced R, Statistics","R, Statistics, Data Analysis",Critical Thinking,Analytical Skills,Public Speaking,3,Research Scientist,"R, Statistics, Data Analysis",100000,10%,Science,Highly Relevant,Very Insightful,5/5,None,3,Statistics with R,"R, Statistics, Data Analysis",8 Weeks,edX,99,2,Data Science,"R, Python, Data Visualization",Data Scientist,3,Memory Test,80,5 mins,Easy,Boston,Independent,Auditory,High,Data-Driven Decision Making,High,Low,No,Small,90000-120000
155,Jane Smith,27,Female,Master's Degree,Software Engineer,"Art, Design",UX Designer,ENFP,Art & Design,Flexible Hours,Medium,High,High,High,High,70,80,90,75,70,UX Designer,Graphic Designer,Product Manager,UI/UX Design,"Figma, Adobe XD","UI/UX Design, Figma",Creativity,Creativity,Project Management,2,UX Designer,"UI/UX Design, Figma, Adobe XD",90000,15%,Design,Somewhat Relevant,Too Long,4/5,Shorter assessments,2,UI/UX Design with Figma,"Figma, UI/UX Design",4 Weeks,Udemy,29,3,UX/UI Design,"Figma, Adobe XD, Prototyping",UX Designer,2,Creativity Task,90,15 mins,Fun,San Francisco,Creative,Hands-On,Low,Remote Work Trends,Medium,Low,No,Medium,80000-100000
156,Michael Brown,20,Male,Master's Degree,Data Analyst,"Finance, Data",Financial Analyst,ISTJ,Finance,Structured Environment,High,Medium,High,Low,High,80,85,70,85,80,Financial Analyst,Data Scientist,Business Analyst,"Excel, Financial Modeling","Advanced Excel, Financial Modeling","Excel, SQL, Financial Modeling",Attention to Detail,Analytical Skills,Time Management,4,Financial Analyst,"Excel, Financial Modeling, SQL",95000,12%,Finance,Relevant,Accurate,4/5,More financial tools,4,Advanced Excel,"Excel, Financial Modeling",5 Weeks,Udemy,39,4,Finance and Analytics,"Excel, SQL, Financial Modeling",Financial Analyst,4,Problem-Solving,85,12 mins,Moderate,Chicago,Structured,Visual,Medium,Data Analytics in Finance,Medium,Low,Yes,Large,90000-110000
157,John Doe,44,Male,Bachelor's Degree,Student,"Technology, AI",Data Scientist,INTJ,Technology,Remote Work,High,High,Medium,Low,Medium,85,90,75,80,85,Data Scientist,Machine Learning Engineer,AI Researcher,"Python, SQL","Advanced Python, SQL","Python, SQL, AI",Communication,Problem-Solving,"Leadership, Teamwork",1,Data Scientist,"Python, SQL, Machine Learning",120000,20%,Technology,Very Relevant,Engaging and Accurate,5/5,More career options,1,Advanced Python,"Python, Data Structures",6 Weeks,Coursera,49,1,AI and Machine Learning,"Python, TensorFlow, AI",AI Engineer,1,Logical Reasoning,85,10 mins,Challenging,New York,Collaborative,Visual,Medium,AI and Automation,Medium,Medium,No,Large,100000-150000
158,David Wilson,36,Male,Bachelor's Degree,Marketing Manager,"Marketing, Sales",Marketing Director,ESTP,Marketing,Dynamic Environment,High,High,Medium,High,Medium,90,85,80,75,90,Marketing Director,Brand Manager,Digital Marketing Manager,"Digital Marketing, Analytics","Digital Marketing, SEO","Digital Marketing, SEO, Analytics",Strategic Thinking,Communication,Leadership,6,Marketing Director,"Digital Marketing, SEO, Analytics",110000,10%,Marketing,Highly Relevant,Insightful,5/5,None,6,Digital Marketing,"Digital Marketing, SEO, Analytics",8 Weeks,LinkedIn Learning,79,6,Digital Marketing,"SEO, Analytics, Content Marketing",Digital Marketing Manager,6,Logical Reasoning,90,8 mins,Challenging,Seattle,Dynamic,Visual,Medium,Digital Transformation,High,High,No,Large,100000-130000
159,David Wilson,35,Male,Bachelor's Degree,Marketing Manager,"Marketing, Sales",Marketing Director,ESTP,Marketing,Dynamic Environment,High,High,Medium,High,Medium,90,85,80,75,90,Marketing Director,Brand Manager,Digital Marketing Manager,"Digital Marketing, Analytics","Digital Marketing, SEO","Digital Marketing, SEO, Analytics",Strategic Thinking,Communication,Leadership,6,Marketing Director,"Digital Marketing, SEO, Analytics",110000,10%,Marketing,Highly Relevant,Insightful,5/5,None,6,Digital Marketing,"Digital Marketing, SEO, Analytics",8 Weeks,LinkedIn Learning,79,6,Digital Marketing,"SEO, Analytics, Content Marketing",Digital Marketing Manager,6,Logical Reasoning,90,8 mins,Challenging,Seattle,Dynamic,Visual,Medium,Digital Transformation,Low,Low,Yes,Large,100000-130000
160,Sarah Johnson,42,Female,Bachelor's Degree,Teacher,"Education, Writing",Curriculum Developer,ENFJ,Education,Collaborative,Medium,High,High,High,High,75,80,85,70,75,Curriculum Developer,Educational Consultant,Instructional Designer,"Curriculum Design, Writing","Curriculum Design, Instructional Design","Curriculum Design, Writing, Educational Technology",Communication,Empathy,Leadership,5,Curriculum Developer,"Curriculum Design, Writing, Educational Technology",70000,8%,Education,Somewhat Relevant,Engaging,4/5,More practical examples,5,Curriculum Design,"Curriculum Design, Instructional Design",6 Weeks,Coursera,59,5,EdTech,"Curriculum Design, Educational Technology",Curriculum Developer,5,Creativity Task,80,10 mins,Engaging,Austin,Collaborative,Hands-On,Low,EdTech Growth,Medium,Medium,Yes,Medium,60000-80000
161,Alice Lee,50,Female,PhD,Researcher,"Science, Data",Research Scientist,INTP,Science,Research Labs,High,High,High,Low,Medium,95,85,80,90,95,Research Scientist,Data Analyst,Professor,"R, Statistics","Advanced R, Statistics","R, Statistics, Data Analysis",Critical Thinking,Analytical Skills,Public Speaking,3,Research Scientist,"R, Statistics, Data Analysis",100000,10%,Science,Highly Relevant,Very Insightful,5/5,None,3,Statistics with R,"R, Statistics, Data Analysis",8 Weeks,edX,99,2,Data Science,"R, Python, Data Visualization",Data Scientist,3,Memory Test,80,5 mins,Easy,Boston,Independent,Auditory,High,Data-Driven Decision Making,High,High,No,Small,90000-120000
162,Jane Smith,24,Female,Master's Degree,Software Engineer,"Art, Design",UX Designer,ENFP,Art & Design,Flexible Hours,Medium,High,High,High,High,70,80,90,75,70,UX Designer,Graphic Designer,Product Manager,UI/UX Design,"Figma, Adobe XD","UI/UX Design, Figma",Creativity,Creativity,Project Management,2,UX Designer,"UI/UX Design, Figma, Adobe XD",90000,15%,Design,Somewhat Relevant,Too Long,4/5,Shorter assessments,2,UI/UX Design with Figma,"Figma, UI/UX Design",4 Weeks,Udemy,29,3,UX/UI Design,"Figma, Adobe XD, Prototyping",UX Designer,2,Creativity Task,90,15 mins,Fun,San Francisco,Creative,Hands-On,Low,Remote Work Trends,Medium,Medium,No,Medium,80000-100000
163,Sarah Johnson,40,Female,Bachelor's Degree,Teacher,"Education, Writing",Curriculum Developer,ENFJ,Education,Collaborative,Medium,High,High,High,High,75,80,85,70,75,Curriculum Developer,Educational Consultant,Instructional Designer,"Curriculum Design, Writing","Curriculum Design, Instructional Design","Curriculum Design, Writing, Educational Technology",Communication,Empathy,Leadership,5,Curriculum Developer,"Curriculum Design, Writing, Educational Technology",70000,8%,Education,Somewhat Relevant,Engaging,4/5,More practical examples,5,Curriculum Design,"Curriculum Design, Instructional Design",6 Weeks,Coursera,59,5,EdTech,"Curriculum Design, Educational Technology",Curriculum Developer,5,Creativity Task,80,10 mins,Engaging,Austin,Collaborative,Hands-On,Low,EdTech Growth,Medium,High,Yes,Medium,60000-80000
164,David Wilson,46,Male,Bachelor's Degree,Marketing Manager,"Marketing, Sales",Marketing Director,ESTP,Marketing,Dynamic Environment,High,High,Medium,High,Medium,90,85,80,75,90,Marketing Director,Brand Manager,Digital Marketing Manager,"Digital Marketing, Analytics","Digital Marketing, SEO","Digital Marketing, SEO, Analytics",Strategic Thinking,Communication,Leadership,6,Marketing Director,"Digital Marketing, SEO, Analytics",110000,10%,Marketing,Highly Relevant,Insightful,5/5,None,6,Digital Marketing,"Digital Marketing, SEO, Analytics",8 Weeks,LinkedIn Learning,79,6,Digital Marketing,"SEO, Analytics, Content Marketing",Digital Marketing Manager,6,Logical Reasoning,90,8 mins,Challenging,Seattle,Dynamic,Visual,Medium,Digital Transformation,High,High,Yes,Large,100000-130000
165,Jane Smith,27,Female,Master's Degree,Software Engineer,"Art, Design",UX Designer,ENFP,Art & Design,Flexible Hours,Medium,High,High,High,High,70,80,90,75,70,UX Designer,Graphic Designer,Product Manager,UI/UX Design,"Figma, Adobe XD","UI/UX Design, Figma",Creativity,Creativity,Project Management,2,UX Designer,"UI/UX Design, Figma, Adobe XD",90000,15%,Design,Somewhat Relevant,Too Long,4/5,Shorter assessments,2,UI/UX Design with Figma,"Figma, UI/UX Design",4 Weeks,Udemy,29,3,UX/UI Design,"Figma, Adobe XD, Prototyping",UX Designer,2,Creativity Task,90,15 mins,Fun,San Francisco,Creative,Hands-On,Low,Remote Work Trends,Low,High,No,Medium,80000-100000
166,Alice Lee,30,Female,PhD,Researcher,"Science, Data",Research Scientist,INTP,Science,Research Labs,High,High,High,Low,Medium,95,85,80,90,95,Research Scientist,Data Analyst,Professor,"R, Statistics","Advanced R, Statistics","R, Statistics, Data Analysis",Critical Thinking,Analytical Skills,Public Speaking,3,Research Scientist,"R, Statistics, Data Analysis",100000,10%,Science,Highly Relevant,Very Insightful,5/5,None,3,Statistics with R,"R, Statistics, Data Analysis",8 Weeks,edX,99,2,Data Science,"R, Python, Data Visualization",Data Scientist,3,Memory Test,80,5 mins,Easy,Boston,Independent,Auditory,High,Data-Driven Decision Making,Low,Low,Yes,Small,90000-120000
167,David Wilson,48,Male,Bachelor's Degree,Marketing Manager,"Marketing, Sales",Marketing Director,ESTP,Marketing,Dynamic Environment,High,High,Medium,High,Medium,90,85,80,75,90,Marketing Director,Brand Manager,Digital Marketing Manager,"Digital Marketing, Analytics","Digital Marketing, SEO","Digital Marketing, SEO, Analytics",Strategic Thinking,Communication,Leadership,6,Marketing Director,"Digital Marketing, SEO, Analytics",110000,10%,Marketing,Highly Relevant,Insightful,5/5,None,6,Digital Marketing,"Digital Marketing, SEO, Analytics",8 Weeks,LinkedIn Learning,79,6,Digital Marketing,"SEO, Analytics, Content Marketing",Digital Marketing Manager,6,Logical Reasoning,90,8 mins,Challenging,Seattle,Dynamic,Visual,Medium,Digital Transformation,Medium,High,Yes,Large,100000-130000
168,Sarah Johnson,29,Female,Bachelor's Degree,Teacher,"Education, Writing",Curriculum Developer,ENFJ,Education,Collaborative,Medium,High,High,High,High,75,80,85,70,75,Curriculum Developer,Educational Consultant,Instructional Designer,"Curriculum Design, Writing","Curriculum Design, Instructional Design","Curriculum Design, Writing, Educational Technology",Communication,Empathy,Leadership,5,Curriculum Developer,"Curriculum Design, Writing, Educational Technology",70000,8%,Education,Somewhat Relevant,Engaging,4/5,More practical examples,5,Curriculum Design,"Curriculum Design, Instructional Design",6 Weeks,Coursera,59,5,EdTech,"Curriculum Design, Educational Technology",Curriculum Developer,5,Creativity Task,80,10 mins,Engaging,Austin,Collaborative,Hands-On,Low,EdTech Growth,Low,High,Yes,Medium,60000-80000
169,Alice Lee,33,Female,PhD,Researcher,"Science, Data",Research Scientist,INTP,Science,Research Labs,High,High,High,Low,Medium,95,85,80,90,95,Research Scientist,Data Analyst,Professor,"R, Statistics","Advanced R, Statistics","R, Statistics, Data Analysis",Critical Thinking,Analytical Skills,Public Speaking,3,Research Scientist,"R, Statistics, Data Analysis",100000,10%,Science,Highly Relevant,Very Insightful,5/5,None,3,Statistics with R,"R, Statistics, Data Analysis",8 Weeks,edX,99,2,Data Science,"R, Python, Data Visualization",Data Scientist,3,Memory Test,80,5 mins,Easy,Boston,Independent,Auditory,High,Data-Driven Decision Making,High,Medium,No,Small,90000-120000
170,David Wilson,40,Male,Bachelor's Degree,Marketing Manager,"Marketing, Sales",Marketing Director,ESTP,Marketing,Dynamic Environment,High,High,Medium,High,Medium,90,85,80,75,90,Marketing Director,Brand Manager,Digital Marketing Manager,"Digital Marketing, Analytics","Digital Marketing, SEO","Digital Marketing, SEO, Analytics",Strategic Thinking,Communication,Leadership,6,Marketing Director,"Digital Marketing, SEO, Analytics",110000,10%,Marketing,Highly Relevant,Insightful,5/5,None,6,Digital Marketing,"Digital Marketing, SEO, Analytics",8 Weeks,LinkedIn Learning,79,6,Digital Marketing,"SEO, Analytics, Content Marketing",Digital Marketing Manager,6,Logical Reasoning,90,8 mins,Challenging,Seattle,Dynamic,Visual,Medium,Digital Transformation,High,Medium,No,Large,100000-130000
171,Sarah Johnson,34,Female,Bachelor's Degree,Teacher,"Education, Writing",Curriculum Developer,ENFJ,Education,Collaborative,Medium,High,High,High,High,75,80,85,70,75,Curriculum Developer,Educational Consultant,Instructional Designer,"Curriculum Design, Writing","Curriculum Design, Instructional Design","Curriculum Design, Writing, Educational Technology",Communication,Empathy,Leadership,5,Curriculum Developer,"Curriculum Design, Writing, Educational Technology",70000,8%,Education,Somewhat Relevant,Engaging,4/5,More practical examples,5,Curriculum Design,"Curriculum Design, Instructional Design",6 Weeks,Coursera,59,5,EdTech,"Curriculum Design, Educational Technology",Curriculum Developer,5,Creativity Task,80,10 mins,Engaging,Austin,Collaborative,Hands-On,Low,EdTech Growth,Medium,Medium,No,Medium,60000-80000
172,Michael Brown,23,Male,Master's Degree,Data Analyst,"Finance, Data",Financial Analyst,ISTJ,Finance,Structured Environment,High,Medium,High,Low,High,80,85,70,85,80,Financial Analyst,Data Scientist,Business Analyst,"Excel, Financial Modeling","Advanced Excel, Financial Modeling","Excel, SQL, Financial Modeling",Attention to Detail,Analytical Skills,Time Management,4,Financial Analyst,"Excel, Financial Modeling, SQL",95000,12%,Finance,Relevant,Accurate,4/5,More financial tools,4,Advanced Excel,"Excel, Financial Modeling",5 Weeks,Udemy,39,4,Finance and Analytics,"Excel, SQL, Financial Modeling",Financial Analyst,4,Problem-Solving,85,12 mins,Moderate,Chicago,Structured,Visual,Medium,Data Analytics in Finance,Low,High,Yes,Large,90000-110000
173,Jane Smith,37,Female,Master's Degree,Software Engineer,"Art, Design",UX Designer,ENFP,Art & Design,Flexible Hours,Medium,High,High,High,High,70,80,90,75,70,UX Designer,Graphic Designer,Product Manager,UI/UX Design,"Figma, Adobe XD","UI/UX Design, Figma",Creativity,Creativity,Project Management,2,UX Designer,"UI/UX Design, Figma, Adobe XD",90000,15%,Design,Somewhat Relevant,Too Long,4/5,Shorter assessments,2,UI/UX Design with Figma,"Figma, UI/UX Design",4 Weeks,Udemy,29,3,UX/UI Design,"Figma, Adobe XD, Prototyping",UX Designer,2,Creativity Task,90,15 mins,Fun,San Francisco,Creative,Hands-On,Low,Remote Work Trends,Medium,High,Yes,Medium,80000-100000
174,Michael Brown,41,Male,Master's Degree,Data Analyst,"Finance, Data",Financial Analyst,ISTJ,Finance,Structured Environment,High,Medium,High,Low,High,80,85,70,85,80,Financial Analyst,Data Scientist,Business Analyst,"Excel, Financial Modeling","Advanced Excel, Financial Modeling","Excel, SQL, Financial Modeling",Attention to Detail,Analytical Skills,Time Management,4,Financial Analyst,"Excel, Financial Modeling, SQL",95000,12%,Finance,Relevant,Accurate,4/5,More financial tools,4,Advanced Excel,"Excel, Financial Modeling",5 Weeks,Udemy,39,4,Finance and Analytics,"Excel, SQL, Financial Modeling",Financial Analyst,4,Problem-Solving,85,12 mins,Moderate,Chicago,Structured,Visual,Medium,Data Analytics in Finance,Low,High,Yes,Large,90000-110000
175,Michael Brown,37,Male,Master's Degree,Data Analyst,"Finance, Data",Financial Analyst,ISTJ,Finance,Structured Environment,High,Medium,High,Low,High,80,85,70,85,80,Financial Analyst,Data Scientist,Business Analyst,"Excel, Financial Modeling","Advanced Excel, Financial Modeling","Excel, SQL, Financial Modeling",Attention to Detail,Analytical Skills,Time Management,4,Financial Analyst,"Excel, Financial Modeling, SQL",95000,12%,Finance,Relevant,Accurate,4/5,More financial tools,4,Advanced Excel,"Excel, Financial Modeling",5 Weeks,Udemy,39,4,Finance and Analytics,"Excel, SQL, Financial Modeling",Financial Analyst,4,Problem-Solving,85,12 mins,Moderate,Chicago,Structured,Visual,Medium,Data Analytics in Finance,Low,Low,No,Large,90000-110000
176,Jane Smith,45,Female,Master's Degree,Software Engineer,"Art, Design",UX Designer,ENFP,Art & Design,Flexible Hours,Medium,High,High,High,High,70,80,90,75,70,UX Designer,Graphic Designer,Product Manager,UI/UX Design,"Figma, Adobe XD","UI/UX Design, Figma",Creativity,Creativity,Project Management,2,UX Designer,"UI/UX Design, Figma, Adobe XD",90000,15%,Design,Somewhat Relevant,Too Long,4/5,Shorter assessments,2,UI/UX Design with Figma,"Figma, UI/UX Design",4 Weeks,Udemy,29,3,UX/UI Design,"Figma, Adobe XD, Prototyping",UX Designer,2,Creativity Task,90,15 mins,Fun,San Francisco,Creative,Hands-On,Low,Remote Work Trends,Low,Low,Yes,Medium,80000-100000
177,Sarah Johnson,29,Female,Bachelor's Degree,Teacher,"Education, Writing",Curriculum Developer,ENFJ,Education,Collaborative,Medium,High,High,High,High,75,80,85,70,75,Curriculum Developer,Educational Consultant,Instructional Designer,"Curriculum Design, Writing","Curriculum Design, Instructional Design","Curriculum Design, Writing, Educational Technology",Communication,Empathy,Leadership,5,Curriculum Developer,"Curriculum Design, Writing, Educational Technology",70000,8%,Education,Somewhat Relevant,Engaging,4/5,More practical examples,5,Curriculum Design,"Curriculum Design, Instructional Design",6 Weeks,Coursera,59,5,EdTech,"Curriculum Design, Educational Technology",Curriculum Developer,5,Creativity Task,80,10 mins,Engaging,Austin,Collaborative,Hands-On,Low,EdTech Growth,Low,High,No,Medium,60000-80000
178,John Doe,38,Male,Bachelor's Degree,Student,"Technology, AI",Data Scientist,INTJ,Technology,Remote Work,High,High,Medium,Low,Medium,85,90,75,80,85,Data Scientist,Machine Learning Engineer,AI Researcher,"Python, SQL","Advanced Python, SQL","Python, SQL, AI",Communication,Problem-Solving,"Leadership, Teamwork",1,Data Scientist,"Python, SQL, Machine Learning",120000,20%,Technology,Very Relevant,Engaging and Accurate,5/5,More career options,1,Advanced Python,"Python, Data Structures",6 Weeks,Coursera,49,1,AI and Machine Learning,"Python, TensorFlow, AI",AI Engineer,1,Logical Reasoning,85,10 mins,Challenging,New York,Collaborative,Visual,Medium,AI and Automation,Medium,High,No,Large,100000-150000
179,Michael Brown,43,Male,Master's Degree,Data Analyst,"Finance, Data",Financial Analyst,ISTJ,Finance,Structured Environment,High,Medium,High,Low,High,80,85,70,85,80,Financial Analyst,Data Scientist,Business Analyst,"Excel, Financial Modeling","Advanced Excel, Financial Modeling","Excel, SQL, Financial Modeling",Attention to Detail,Analytical Skills,Time Management,4,Financial Analyst,"Excel, Financial Modeling, SQL",95000,12%,Finance,Relevant,Accurate,4/5,More financial tools,4,Advanced Excel,"Excel, Financial Modeling",5 Weeks,Udemy,39,4,Finance and Analytics,"Excel, SQL, Financial Modeling",Financial Analyst,4,Problem-Solving,85,12 mins,Moderate,Chicago,Structured,Visual,Medium,Data Analytics in Finance,High,High,Yes,Large,90000-110000
180,John Doe,31,Male,Bachelor's Degree,Student,"Technology, AI",Data Scientist,INTJ,Technology,Remote Work,High,High,Medium,Low,Medium,85,90,75,80,85,Data Scientist,Machine Learning Engineer,AI Researcher,"Python, SQL","Advanced Python, SQL","Python, SQL, AI",Communication,Problem-Solving,"Leadership, Teamwork",1,Data Scientist,"Python, SQL, Machine Learning",120000,20%,Technology,Very Relevant,Engaging and Accurate,5/5,More career options,1,Advanced Python,"Python, Data Structures",6 Weeks,Coursera,49,1,AI and Machine Learning,"Python, TensorFlow, AI",AI Engineer,1,Logical Reasoning,85,10 mins,Challenging,New York,Collaborative,Visual,Medium,AI and Automation,High,Medium,No,Large,100000-150000
181,Jane Smith,32,Female,Master's Degree,Software Engineer,"Art, Design",UX Designer,ENFP,Art & Design,Flexible Hours,Medium,High,High,High,High,70,80,90,75,70,UX Designer,Graphic Designer,Product Manager,UI/UX Design,"Figma, Adobe XD","UI/UX Design, Figma",Creativity,Creativity,Project Management,2,UX Designer,"UI/UX Design, Figma, Adobe XD",90000,15%,Design,Somewhat Relevant,Too Long,4/5,Shorter assessments,2,UI/UX Design with Figma,"Figma, UI/UX Design",4 Weeks,Udemy,29,3,UX/UI Design,"Figma, Adobe XD, Prototyping",UX Designer,2,Creativity Task,90,15 mins,Fun,San Francisco,Creative,Hands-On,Low,Remote Work Trends,Medium,Low,Yes,Medium,80000-100000
182,Michael Brown,42,Male,Master's Degree,Data Analyst,"Finance, Data",Financial Analyst,ISTJ,Finance,Structured Environment,High,Medium,High,Low,High,80,85,70,85,80,Financial Analyst,Data Scientist,Business Analyst,"Excel, Financial Modeling","Advanced Excel, Financial Modeling","Excel, SQL, Financial Modeling",Attention to Detail,Analytical Skills,Time Management,4,Financial Analyst,"Excel, Financial Modeling, SQL",95000,12%,Finance,Relevant,Accurate,4/5,More financial tools,4,Advanced Excel,"Excel, Financial Modeling",5 Weeks,Udemy,39,4,Finance and Analytics,"Excel, SQL, Financial Modeling",Financial Analyst,4,Problem-Solving,85,12 mins,Moderate,Chicago,Structured,Visual,Medium,Data Analytics in Finance,Medium,Low,Yes,Large,90000-110000
183,John Doe,44,Male,Bachelor's Degree,Student,"Technology, AI",Data Scientist,INTJ,Technology,Remote Work,High,High,Medium,Low,Medium,85,90,75,80,85,Data Scientist,Machine Learning Engineer,AI Researcher,"Python, SQL","Advanced Python, SQL","Python, SQL, AI",Communication,Problem-Solving,"Leadership, Teamwork",1,Data Scientist,"Python, SQL, Machine Learning",120000,20%,Technology,Very Relevant,Engaging and Accurate,5/5,More career options,1,Advanced Python,"Python, Data Structures",6 Weeks,Coursera,49,1,AI and Machine Learning,"Python, TensorFlow, AI",AI Engineer,1,Logical Reasoning,85,10 mins,Challenging,New York,Collaborative,Visual,Medium,AI and Automation,High,Medium,Yes,Large,100000-150000
184,David Wilson,33,Male,Bachelor's Degree,Marketing Manager,"Marketing, Sales",Marketing Director,ESTP,Marketing,Dynamic Environment,High,High,Medium,High,Medium,90,85,80,75,90,Marketing Director,Brand Manager,Digital Marketing Manager,"Digital Marketing, Analytics","Digital Marketing, SEO","Digital Marketing, SEO, Analytics",Strategic Thinking,Communication,Leadership,6,Marketing Director,"Digital Marketing, SEO, Analytics",110000,10%,Marketing,Highly Relevant,Insightful,5/5,None,6,Digital Marketing,"Digital Marketing, SEO, Analytics",8 Weeks,LinkedIn Learning,79,6,Digital Marketing,"SEO, Analytics, Content Marketing",Digital Marketing Manager,6,Logical Reasoning,90,8 mins,Challenging,Seattle,Dynamic,Visual,Medium,Digital Transformation,High,High,Yes,Large,100000-130000
